Date,Confirmed Cases,Confirmed Deaths,Country,New Cases,New Deaths,Income,Region,Population,Case_Change_7_Day_Rolling_Average,Death_Change_7_Day_Rolling_Average,year,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,cpm_income,dpm_income,Case_7_Day_income,Death_7_Day_income,Case_7_Day_income_per_million,Death_7_Day_income_per_million,cases_region,deaths_region,cpm_region,dpm_region,Case_7_Day_region,Death_7_Day_region,Case_7_Day_region_per_million,Death_7_Day_region_per_million
2023-01-10,4050288,102568,South Africa,0,0,Upper middle income,African Region,58801927,119.142857142857,0,2020,68880.1916304546,1744.29657721931,2.02617266510428,0,138330432,2441552,55057.3891448812,971.77082900647,96921.5714285714,387.857142857143,38.5761006997814,0.154372406260594,8924881,174112,7871.54870972188,153.562953830656,670.714285714286,-9.85714285714286,0.591555245420787,-0.00869378315953872
2023-01-10,29654090,32745,South Korea,54343,76,High income,Western Pacific Region,51844690,50703.4285714286,55.7142857142857,2020,571979.309742232,631.597951497058,977.986917684889,1.07463822648541,409227835,2775195,328933.050496944,2230.67269379139,390530.285714286,1888.85714285714,313.904156083232,1.51824360127639,112297525,301709,57524.3212004956,154.550204246089,284561,587.428571428572,145.766154375479,0.300909835948792
2023-01-10,18368,138,South Sudan,0,0,Low income,African Region,10606227,0,0,2020,1731.81283033071,13.0112244439045,0,0,2271586,47798,3248.89836480233,68.3623001906252,378.571428571429,2,0.541445534197955,0.00286046697312127,8924881,174112,7871.54870972188,153.562953830656,670.714285714286,-9.85714285714286,0.591555245420787,-0.00869378315953872
2023-01-10,13693478,117413,Spain,0,0,High income,European Region,47363807,1317.14285714286,45.4285714285714,2020,289112.697380935,2478.96035890865,27.8090580248935,0.959141046845568,409227835,2775195,328933.050496944,2230.67269379139,390530.285714286,1888.85714285714,313.904156083232,1.51824360127639,271027097,2177209,291462.57422862,2341.37083265043,76733,844.428571428571,82.5186778585637,0.908098592004502
2023-01-10,671942,16820,Sri Lanka,5,0,Lower middle income,South-East Asia Region,21715079,5.57142857142857,0.428571428571429,2020,30943.5669103483,774.576965619144,0.256569574139176,0.0197361210876289,97039434,1344311,28914.7971359179,400.563752799537,4119.28571428571,36.4285714285714,1.22742173839819,0.0108546052814822,60746468,803392,29776.4685774636,393.803581195628,812.571428571429,18,0.398303117965671,0.00882317033468259
2023-01-10,5418,6,St. Barthelemy,16,0,,,10681,2.28571428571429,0,2020,507255.874918079,561.745154948039,213.998154265919,0,18243700,105387,,,1336.57142857143,3.57142857142857,,,3810441,21369,,,2268,9.85714285714286,,
2023-01-10,2166,0,St. Helena,0,0,,,5420,0,0,2020,399630.996309963,0,0,0,18243700,105387,,,1336.57142857143,3.57142857142857,,,3810441,21369,,,2268,9.85714285714286,,
2023-01-10,6573,46,St. Kitts and Nevis,2,0,High income,Region of the Americas,47642,1.57142857142857,0,2020,137966.500146929,965.534612316863,32.9841016629984,0,409227835,2775195,328933.050496944,2230.67269379139,390530.285714286,1888.85714285714,313.904156083232,1.51824360127639,185778101,2892995,182017.151761851,2834.42831596861,127538.714285714,861.571428571429,124.956781174409,0.844129510549581
2023-01-10,29759,409,St. Lucia,0,0,Upper middle income,Region of the Americas,179237,1.57142857142857,0,2020,166031.567142945,2281.89492124952,8.76732243581722,0,138330432,2441552,55057.3891448812,971.77082900647,96921.5714285714,387.857142857143,38.5761006997814,0.154372406260594,185778101,2892995,182017.151761851,2834.42831596861,127538.714285714,861.571428571429,124.956781174409,0.844129510549581
2023-01-10,3349,2,St. Pierre and Miquelon,0,0,,,5906,0,0,2020,567050.457162208,338.638672536404,0,0,18243700,105387,,,1336.57142857143,3.57142857142857,,,3810441,21369,,,2268,9.85714285714286,,
2023-01-10,9552,120,St. Vincent and Grenadines,0,0,Upper middle income,Region of the Americas,104632,2,0.142857142857143,2020,91291.3831332671,1146.87667252848,19.114611208808,1.36532937205772,138330432,2441552,55057.3891448812,971.77082900647,96921.5714285714,387.857142857143,38.5761006997814,0.154372406260594,185778101,2892995,182017.151761851,2834.42831596861,127538.714285714,861.571428571429,124.956781174409,0.844129510549581
2023-01-10,63702,4995,Sudan,0,0,Low income,Eastern Mediterranean Region,44440486,2.28571428571429,0.142857142857143,2020,1433.42266778991,112.397510684289,0.051433152322283,0.00321457202014269,2271586,47798,3248.89836480233,68.3623001906252,378.571428571429,2,0.541445534197955,0.00286046697312127,22528474,343457,30072.9399620229,458.47587104819,702.285714285714,7.28571428571429,0.937471225166012,0.00972559651819907
2023-01-10,82020,1398,Suriname,0,0,Upper middle income,Region of the Americas,607065,0,0,2020,135109.090459835,2302.88354624299,0,0,138330432,2441552,55057.3891448812,971.77082900647,96921.5714285714,387.857142857143,38.5761006997814,0.154372406260594,185778101,2892995,182017.151761851,2834.42831596861,127538.714285714,861.571428571429,124.956781174409,0.844129510549581
2023-01-10,2683356,22142,Sweden,0,0,High income,European Region,10368969,1213.42857142857,45,2020,258787.156177244,2135.4099910994,117.024997512151,4.33987217051184,409227835,2775195,328933.050496944,2230.67269379139,390530.285714286,1888.85714285714,313.904156083232,1.51824360127639,271027097,2177209,291462.57422862,2341.37083265043,76733,844.428571428571,82.5186778585637,0.908098592004502
2023-01-10,4404980,14193,Switzerland,1298,0,High income,European Region,8638613,780.571428571429,1.57142857142857,2020,509917.506433035,1642.97208359722,90.3584207987357,0.181907508928641,409227835,2775195,328933.050496944,2230.67269379139,390530.285714286,1888.85714285714,313.904156083232,1.51824360127639,271027097,2177209,291462.57422862,2341.37083265043,76733,844.428571428571,82.5186778585637,0.908098592004502
2023-01-10,57423,3163,Syria,0,0,Low income,Eastern Mediterranean Region,20772595,0,0,2020,2764.36333544268,152.267928008032,0,0,2271586,47798,3248.89836480233,68.3623001906252,378.571428571429,2,0.541445534197955,0.00286046697312127,22528474,343457,30072.9399620229,458.47587104819,702.285714285714,7.28571428571429,0.937471225166012,0.00972559651819907
2023-01-10,17786,125,Tajikistan,0,0,Lower middle income,European Region,9543207,0,0,2020,1863.73406759384,13.0983221887569,0,0,97039434,1344311,28914.7971359179,400.563752799537,4119.28571428571,36.4285714285714,1.22742173839819,0.0108546052814822,271027097,2177209,291462.57422862,2341.37083265043,76733,844.428571428571,82.5186778585637,0.908098592004502
2023-01-10,42396,845,Tanzania,0,0,Lower middle income,African Region,61704518,6.42857142857143,0,2020,687.08096869017,13.6942970691384,0.104183156062761,0,97039434,1344311,28914.7971359179,400.563752799537,4119.28571428571,36.4285714285714,1.22742173839819,0.0108546052814822,8924881,174112,7871.54870972188,153.562953830656,670.714285714286,-9.85714285714286,0.591555245420787,-0.00869378315953872
2023-01-10,4724916,33727,Thailand,0,0,Upper middle income,South-East Asia Region,71475664,142.428571428571,8.28571428571429,2020,66105.2410789776,471.866900040271,1.99268622993935,0.11592357205264,138330432,2441552,55057.3891448812,971.77082900647,96921.5714285714,387.857142857143,38.5761006997814,0.154372406260594,60746468,803392,29776.4685774636,393.803581195628,812.571428571429,18,0.398303117965671,0.00882317033468259
2023-01-10,23403,138,Timor-Leste,0,0,Lower middle income,South-East Asia Region,1299995,0.857142857142857,0,2020,18002.376932219,106.15425443944,0.659343195276026,0,97039434,1344311,28914.7971359179,400.563752799537,4119.28571428571,36.4285714285714,1.22742173839819,0.0108546052814822,60746468,803392,29776.4685774636,393.803581195628,812.571428571429,18,0.398303117965671,0.00882317033468259
2023-01-10,39349,290,Togo,0,0,Low income,African Region,8442580,0.714285714285714,0,2020,4660.77905095362,34.3496893129825,0.08460514609109,0,2271586,47798,3248.89836480233,68.3623001906252,378.571428571429,2,0.541445534197955,0.00286046697312127,8924881,174112,7871.54870972188,153.562953830656,670.714285714286,-9.85714285714286,0.591555245420787,-0.00869378315953872
2023-01-10,16487,12,Tonga,0,0,Upper middle income,Western Pacific Region,105254,10.7142857142857,0,2020,156640.127691109,114.009918862941,101.79457041334,0,138330432,2441552,55057.3891448812,971.77082900647,96921.5714285714,387.857142857143,38.5761006997814,0.154372406260594,112297525,301709,57524.3212004956,154.550204246089,284561,587.428571428572,145.766154375479,0.300909835948792
2023-01-10,186685,4297,Trinidad and Tobago,406,8,High income,Region of the Americas,1518147,58,1.14285714285714,2020,122968.987851638,2830.42419475848,38.2044690006962,0.752797418732931,409227835,2775195,328933.050496944,2230.67269379139,390530.285714286,1888.85714285714,313.904156083232,1.51824360127639,185778101,2892995,182017.151761851,2834.42831596861,127538.714285714,861.571428571429,124.956781174409,0.844129510549581
2023-01-10,1147729,29288,Tunisia,84,3,Lower middle income,Eastern Mediterranean Region,12161723,22.5714285714286,0.571428571428571,2020,94372.2365654932,2408.21140228239,1.85594003180541,0.0469858235900103,97039434,1344311,28914.7971359179,400.563752799537,4119.28571428571,36.4285714285714,1.22742173839819,0.0108546052814822,22528474,343457,30072.9399620229,458.47587104819,702.285714285714,7.28571428571429,0.937471225166012,0.00972559651819907
2023-01-10,17042722,101492,Turkey,0,0,,European Region,84135428,0,0,2020,202562.967885538,1206.293263285,0,0,18243700,105387,,,1336.57142857143,3.57142857142857,,,271027097,2177209,291462.57422862,2341.37083265043,76733,844.428571428571,82.5186778585637,0.908098592004502
2023-01-10,6479,36,Turks and Caicos Islands,0,0,High income,,44276,0,0,2020,146332.098653898,813.081579185112,0,0,409227835,2775195,328933.050496944,2230.67269379139,390530.285714286,1888.85714285714,313.904156083232,1.51824360127639,3810441,21369,,,2268,9.85714285714286,,
2023-01-10,2805,0,Tuvalu,0,0,Upper middle income,Western Pacific Region,11069,0,0,2020,253410.425512693,0,0,0,138330432,2441552,55057.3891448812,971.77082900647,96921.5714285714,387.857142857143,38.5761006997814,0.154372406260594,112297525,301709,57524.3212004956,154.550204246089,284561,587.428571428572,145.766154375479,0.300909835948792
2023-01-10,23907,127,U.S. Virgin Islands,30,0,High income,,100442,18,0,2020,238017.960614086,1264.41130204496,179.207901077239,0,409227835,2775195,328933.050496944,2230.67269379139,390530.285714286,1888.85714285714,313.904156083232,1.51824360127639,3810441,21369,,,2268,9.85714285714286,,
2023-01-10,170209,3630,Uganda,0,0,Low income,African Region,44404611,32,0,2020,3833.13795947903,81.748267088749,0.720645880672167,0,2271586,47798,3248.89836480233,68.3623001906252,378.571428571429,2,0.541445534197955,0.00286046697312127,8924881,174112,7871.54870972188,153.562953830656,670.714285714286,-9.85714285714286,0.591555245420787,-0.00869378315953872
2023-01-10,5669640,118790,Ukraine,22,1,Lower middle income,European Region,43909666,512.857142857143,7.28571428571429,2020,129120.544893236,2705.32688633979,11.6798233641117,0.16592506728961,97039434,1344311,28914.7971359179,400.563752799537,4119.28571428571,36.4285714285714,1.22742173839819,0.0108546052814822,271027097,2177209,291462.57422862,2341.37083265043,76733,844.428571428571,82.5186778585637,0.908098592004502
2023-01-10,1047694,2348,United Arab Emirates,80,0,High income,Eastern Mediterranean Region,9287289,76.7142857142857,0,2020,112809.453867539,252.81866430559,8.26013766926879,0,409227835,2775195,328933.050496944,2230.67269379139,390530.285714286,1888.85714285714,313.904156083232,1.51824360127639,22528474,343457,30072.9399620229,458.47587104819,702.285714285714,7.28571428571429,0.937471225166012,0.00972559651819907
2023-01-10,24210127,217455,United Kingdom,0,109,High income,European Region,67059474,10721,122.571428571429,2020,361024.707709458,3242.71854563011,159.873010635306,1.82780181919453,409227835,2775195,328933.050496944,2230.67269379139,390530.285714286,1888.85714285714,313.904156083232,1.51824360127639,271027097,2177209,291462.57422862,2341.37083265043,76733,844.428571428571,82.5186778585637,0.908098592004502
2023-01-10,100229883,1090888,United States,83033,881,High income,Region of the Americas,335942003,75126,537.857142857143,2020,298354.722258413,3247.2509845695,223.627886150336,1.60104166211435,409227835,2775195,328933.050496944,2230.67269379139,390530.285714286,1888.85714285714,313.904156083232,1.51824360127639,185778101,2892995,182017.151761851,2834.42831596861,127538.714285714,861.571428571429,124.956781174409,0.844129510549581
2023-01-10,1025810,7586,Uruguay,0,0,High income,Region of the Americas,3429086,807,2.28571428571429,2020,299149.6859513,2212.25131128237,235.339679436445,0.666566626125529,409227835,2775195,328933.050496944,2230.67269379139,390530.285714286,1888.85714285714,313.904156083232,1.51824360127639,185778101,2892995,182017.151761851,2834.42831596861,127538.714285714,861.571428571429,124.956781174409,0.844129510549581
2023-01-10,250066,1637,Uzbekistan,27,0,Lower middle income,European Region,33526656,42.8571428571429,0,2020,7458.72180034895,48.8268200681869,1.27830055157135,0,97039434,1344311,28914.7971359179,400.563752799537,4119.28571428571,36.4285714285714,1.22742173839819,0.0108546052814822,271027097,2177209,291462.57422862,2341.37083265043,76733,844.428571428571,82.5186778585637,0.908098592004502
2023-01-10,12014,14,Vanuatu,0,0,Lower middle income,,311685,0.142857142857143,0,2020,38545.3262107577,44.9171439113207,0.458338203176742,0,97039434,1344311,28914.7971359179,400.563752799537,4119.28571428571,36.4285714285714,1.22742173839819,0.0108546052814822,3810441,21369,,,2268,9.85714285714286,,
2023-01-10,29,0,Holy See,0,0,,,520,0,0,2020,55769.2307692308,0,0,0,18243700,105387,,,1336.57142857143,3.57142857142857,,,3810441,21369,,,2268,9.85714285714286,,
2023-01-10,550779,5834,Venezuela,25,0,Upper middle income,Region of the Americas,28490453,22.1428571428571,0.285714285714286,2020,19332.0548465832,204.770348860371,0.777202705160818,0.0100284220020751,138330432,2441552,55057.3891448812,971.77082900647,96921.5714285714,387.857142857143,38.5761006997814,0.154372406260594,185778101,2892995,182017.151761851,2834.42831596861,127538.714285714,861.571428571429,124.956781174409,0.844129510549581
2023-01-10,11525911,43186,Vietnam,77,0,Lower middle income,Western Pacific Region,96648685,71.8571428571429,0,2020,119255.745693798,446.834843122801,0.743488055291625,0,97039434,1344311,28914.7971359179,400.563752799537,4119.28571428571,36.4285714285714,1.22742173839819,0.0108546052814822,112297525,301709,57524.3212004956,154.550204246089,284561,587.428571428572,145.766154375479,0.300909835948792
2023-01-10,3427,7,Wallis and Futuna,0,0,,,11655,0,0,2020,294036.894036894,600.600600600601,0,0,18243700,105387,,,1336.57142857143,3.57142857142857,,,3810441,21369,,,2268,9.85714285714286,,
2023-01-10,11945,2159,Yemen,0,0,Low income,Eastern Mediterranean Region,32284046,0,0,2020,369.996994800466,66.8751370258858,0,0,2271586,47798,3248.89836480233,68.3623001906252,378.571428571429,2,0.541445534197955,0.00286046697312127,22528474,343457,30072.9399620229,458.47587104819,702.285714285714,7.28571428571429,0.937471225166012,0.00972559651819907
2023-01-10,335980,4030,Zambia,258,0,Low income,African Region,18927715,183.571428571429,0.857142857142857,2020,17750.6899274424,212.915293790085,9.69855202127825,0.0452850678036338,2271586,47798,3248.89836480233,68.3623001906252,378.571428571429,2,0.541445534197955,0.00286046697312127,8924881,174112,7871.54870972188,153.562953830656,670.714285714286,-9.85714285714286,0.591555245420787,-0.00869378315953872
2023-01-10,259981,5637,Zimbabwe,0,0,Lower middle income,African Region,15669666,0,0,2020,16591.3555528242,359.739639632396,0,0,97039434,1344311,28914.7971359179,400.563752799537,4119.28571428571,36.4285714285714,1.22742173839819,0.0108546052814822,8924881,174112,7871.54870972188,153.562953830656,670.714285714286,-9.85714285714286,0.591555245420787,-0.00869378315953872
2023-01-11,207900,7854,Afghanistan,34,0,Low income,Eastern Mediterranean Region,38972230,26.4285714285714,0.571428571428571,2020,5334.56771655099,201.528113736371,0.678138547077533,0.0146624550719467,2272343,47800,3249.98105155165,68.3651606575984,434.857142857143,2.28571428571429,0.621947247584368,0.00326910511213859,22529138,343464,30073.8263261919,458.485215248766,675.285714285714,7.71428571428571,0.901429308657392,0.0102976904310343
2023-01-11,333995,3596,Albania,0,0,Upper middle income,European Region,2866849,25.2857142857143,0,2020,116502.473621736,1254.33882286789,8.82003701126717,0,138402500,2441887,55086.0731868778,971.904163552577,88385.7142857143,349.857142857143,35.1787137213369,0.139247890582761,271072475,2177817,291511.373735532,2342.02467592696,73930.7142857143,833.571428571429,79.5050994486905,0.896422819209316
2023-01-11,271268,6881,Algeria,6,0,Lower middle income,African Region,43451666,4.57142857142857,0,2020,6242.98272015623,158.359865879481,0.10520721049979,0,97041165,1344338,28915.3129212207,400.571797977569,3640.42857142857,34.5714285714286,1.08473688779612,0.0103012332475242,8927411,174115,7873.78011406616,153.565599764661,983,-9.57142857142857,0.866984375663565,-0.00844178944476948
2023-01-11,8302,34,American Samoa,0,0,Upper middle income,,46189,5.14285714285714,0,2020,179739.764879084,736.105999263894,111.343764594539,0,138402500,2441887,55086.0731868778,971.904163552577,88385.7142857143,349.857142857143,35.1787137213369,0.139247890582761,3812165,21379,,,2419.42857142857,10,,
2023-01-11,47781,165,Andorra,0,0,High income,European Region,77700,4.28571428571429,0,2020,614942.084942085,2123.55212355212,55.1571980143409,0,409659808,2778102,329280.265873001,2233.00930996461,390359.857142857,1978.71428571429,313.767167381347,1.59046983219478,271072475,2177817,291511.373735532,2342.02467592696,73930.7142857143,833.571428571429,79.5050994486905,0.896422819209316
2023-01-11,105095,1930,Angola,0,0,Lower middle income,African Region,33428486,0,0,2020,3143.87555571616,57.735190280529,0,0,97041165,1344338,28915.3129212207,400.571797977569,3640.42857142857,34.5714285714286,1.08473688779612,0.0103012332475242,8927411,174115,7873.78011406616,153.565599764661,983,-9.57142857142857,0.866984375663565,-0.00844178944476948
2023-01-11,3904,12,Anguilla,0,0,,,15585,0,0,2020,250497.273018928,769.971126082772,0,0,18243750,105387,,,1341,3.57142857142857,,,3812165,21379,,,2419.42857142857,10,,
2023-01-11,11,0,Antarctica,0,0,,,,0,0,,,,,,18243750,105387,,,1341,3.57142857142857,,,3812165,21379,,,2419.42857142857,10,,
2023-01-11,9106,146,Antigua and Barbuda,0,0,High income,Region of the Americas,92664,0,0,2020,98269.0149356816,1575.58490891824,0,0,409659808,2778102,329280.265873001,2233.00930996461,390359.857142857,1978.71428571429,313.767167381347,1.59046983219478,185950839,2895003,182186.392800444,2836.39566539661,113562.571428571,891.428571428572,111.263575668589,0.873382216187927
2023-01-11,10004679,130249,Argentina,0,0,Upper middle income,Region of the Americas,45036032,5854.57142857143,11.1428571428571,2020,222148.323369164,2892.10648042883,129.997496861434,0.24742093492733,138402500,2441887,55086.0731868778,971.904163552577,88385.7142857143,349.857142857143,35.1787137213369,0.139247890582761,185950839,2895003,182186.392800444,2836.39566539661,113562.571428571,891.428571428572,111.263575668589,0.873382216187927
2023-01-11,445976,8716,Armenia,0,0,Upper middle income,European Region,2805608,0,0,2020,158958.771146931,3106.63499676362,0,0,138402500,2441887,55086.0731868778,971.904163552577,88385.7142857143,349.857142857143,35.1787137213369,0.139247890582761,271072475,2177817,291511.373735532,2342.02467592696,73930.7142857143,833.571428571429,79.5050994486905,0.896422819209316
2023-01-11,43860,280,Aruba,0,0,High income,,106585,15.4285714285714,0,2020,411502.556644931,2627.0113055308,144.753684182309,0,409659808,2778102,329280.265873001,2233.00930996461,390359.857142857,1978.71428571429,313.767167381347,1.59046983219478,3812165,21379,,,2419.42857142857,10,,
2023-01-11,11212455,17411,Australia,1150,31,High income,Western Pacific Region,25670051,10817.2857142857,42.7142857142857,2020,436791.302050783,678.261215764628,421.39712594594,1.66397354311005,409659808,2778102,329280.265873001,2233.00930996461,390359.857142857,1978.71428571429,313.767167381347,1.59046983219478,112580436,302333,57669.2421436344,154.869847768323,291804.142857143,618,149.476448758328,0.31657002682745
2023-01-11,5734324,21536,Austria,3164,19,High income,European Region,8907777,2579.57142857143,10,2020,643743.551281088,2417.66267835398,289.586439868379,1.12261454232633,409659808,2778102,329280.265873001,2233.00930996461,390359.857142857,1978.71428571429,313.767167381347,1.59046983219478,271072475,2177817,291511.373735532,2342.02467592696,73930.7142857143,833.571428571429,79.5050994486905,0.896422819209316
2023-01-11,827055,10033,Azerbaijan,62,6,Upper middle income,European Region,10284951,79.8571428571429,3.57142857142857,2020,80414.0923957732,975.50294600334,7.76446507690147,0.347247990916882,138402500,2441887,55086.0731868778,971.904163552577,88385.7142857143,349.857142857143,35.1787137213369,0.139247890582761,271072475,2177817,291511.373735532,2342.02467592696,73930.7142857143,833.571428571429,79.5050994486905,0.896422819209316
2023-01-11,37491,833,Bahamas,0,0,High income,Region of the Americas,406471,0,0,2020,92235.3624243796,2049.34669386008,0,0,409659808,2778102,329280.265873001,2233.00930996461,390359.857142857,1978.71428571429,313.767167381347,1.59046983219478,185950839,2895003,182186.392800444,2836.39566539661,113562.571428571,891.428571428572,111.263575668589,0.873382216187927
2023-01-11,699368,1539,Bahrain,55,0,High income,Eastern Mediterranean Region,1477469,59.4285714285714,0,2020,473355.447728514,1041.64622066521,40.2232273087093,0,409659808,2778102,329280.265873001,2233.00930996461,390359.857142857,1978.71428571429,313.767167381347,1.59046983219478,22529138,343464,30073.8263261919,458.485215248766,675.285714285714,7.71428571428571,0.901429308657392,0.0102976904310343
2023-01-11,2037327,29441,Bangladesh,22,1,Lower middle income,South-East Asia Region,167420951,17,0.142857142857143,2020,12168.8891852012,175.850153903379,0.101540457741158,0.000853281157488724,97041165,1344338,28915.3129212207,400.571797977569,3640.42857142857,34.5714285714286,1.08473688779612,0.0103012332475242,60747102,803403,29776.7793491298,393.808973133055,786.714285714286,17.8571428571429,0.385628563754738,0.00875314517329622
2023-01-11,105905,569,Barbados,0,0,High income,Region of the Americas,280693,55.7142857142857,0.142857142857143,2020,377298.329491651,2027.12572098342,198.488333212035,0.508944444133423,409659808,2778102,329280.265873001,2233.00930996461,390359.857142857,1978.71428571429,313.767167381347,1.59046983219478,185950839,2895003,182186.392800444,2836.39566539661,113562.571428571,891.428571428572,111.263575668589,0.873382216187927
2023-01-11,994037,7118,Belarus,0,0,Upper middle income,European Region,9633740,0,0,2020,103182.876016999,738.861542869125,0,0,138402500,2441887,55086.0731868778,971.904163552577,88385.7142857143,349.857142857143,35.1787137213369,0.139247890582761,271072475,2177817,291511.373735532,2342.02467592696,73930.7142857143,833.571428571429,79.5050994486905,0.896422819209316
2023-01-11,4682234,33395,Belgium,0,0,High income,European Region,11561717,1998,23.8571428571429,2020,404977.392198754,2888.41181634181,172.811702621678,2.06346019861435,409659808,2778102,329280.265873001,2233.00930996461,390359.857142857,1978.71428571429,313.767167381347,1.59046983219478,271072475,2177817,291511.373735532,2342.02467592696,73930.7142857143,833.571428571429,79.5050994486905,0.896422819209316
2023-01-11,70397,688,Belize,0,0,Upper middle income,Region of the Americas,394921,31.8571428571429,0,2020,178255.904345426,1742.12057601394,80.6671280006454,0,138402500,2441887,55086.0731868778,971.904163552577,88385.7142857143,349.857142857143,35.1787137213369,0.139247890582761,185950839,2895003,182186.392800444,2836.39566539661,113562.571428571,891.428571428572,111.263575668589,0.873382216187927
2023-01-11,27982,163,Benin,0,0,Lower middle income,African Region,12643123,0,0,2020,2213.21899660392,12.8923842629705,0,0,97041165,1344338,28915.3129212207,400.571797977569,3640.42857142857,34.5714285714286,1.08473688779612,0.0103012332475242,8927411,174115,7873.78011406616,153.565599764661,983,-9.57142857142857,0.866984375663565,-0.00844178944476948
2023-01-11,18718,155,Bermuda,34,1,High income,,64031,4.85714285714286,0.142857142857143,2020,292327.154034764,2420.70247224001,75.8561143374749,2.23106218639632,409659808,2778102,329280.265873001,2233.00930996461,390359.857142857,1978.71428571429,313.767167381347,1.59046983219478,3812165,21379,,,2419.42857142857,10,,
2023-01-11,62551,21,Bhutan,0,0,Lower middle income,South-East Asia Region,772506,2.85714285714286,0,2020,80971.5393796294,27.1842548795738,3.69853807885357,0,97041165,1344338,28915.3129212207,400.571797977569,3640.42857142857,34.5714285714286,1.08473688779612,0.0103012332475242,60747102,803403,29776.7793491298,393.808973133055,786.714285714286,17.8571428571429,0.385628563754738,0.00875314517329622
2023-01-11,1174694,22324,Bolivia,0,0,Lower middle income,Region of the Americas,11936162,1095.57142857143,1.57142857142857,2020,98414.7165562934,1870.28292679004,91.7859047633091,0.131652751649029,97041165,1344338,28915.3129212207,400.571797977569,3640.42857142857,34.5714285714286,1.08473688779612,0.0103012332475242,185950839,2895003,182186.392800444,2836.39566539661,113562.571428571,891.428571428572,111.263575668589,0.873382216187927
2023-01-11,401152,16239,Bosnia and Herzegovina,27,0,Upper middle income,European Region,3318407,13.4285714285714,1.28571428571429,2020,120886.919536995,4893.61311014592,4.04669211117606,0.38744924468707,138402500,2441887,55086.0731868778,971.904163552577,88385.7142857143,349.857142857143,35.1787137213369,0.139247890582761,271072475,2177817,291511.373735532,2342.02467592696,73930.7142857143,833.571428571429,79.5050994486905,0.896422819209316
2023-01-11,328230,2795,Botswana,0,0,Upper middle income,African Region,2546402,22.7142857142857,0.142857142857143,2020,128899.52175658,1097.62716177571,8.92014918079931,0.0561015671748384,138402500,2441887,55086.0731868778,971.904163552577,88385.7142857143,349.857142857143,35.1787137213369,0.139247890582761,8927411,174115,7873.78011406616,153.565599764661,983,-9.57142857142857,0.866984375663565,-0.00844178944476948
2023-01-11,36578865,695088,Brazil,26433,103,Upper middle income,Region of the Americas,213196304,22246.7142857143,96.7142857142857,2020,171573.635723066,3260.3191845202,104.348498863818,0.453639598340719,138402500,2441887,55086.0731868778,971.904163552577,88385.7142857143,349.857142857143,35.1787137213369,0.139247890582761,185950839,2895003,182186.392800444,2836.39566539661,113562.571428571,891.428571428572,111.263575668589,0.873382216187927
2023-01-11,7305,64,British Virgin Islands,0,0,High income,,30910,0,0,2020,236331.284373989,2070.52733743125,0,0,409659808,2778102,329280.265873001,2233.00930996461,390359.857142857,1978.71428571429,313.767167381347,1.59046983219478,3812165,21379,,,2419.42857142857,10,,
2023-01-11,272646,225,Brunei,2447,0,High income,Western Pacific Region,441725,832.428571428572,0,2020,617230.177146415,509.366687418643,1884.49503973869,0,409659808,2778102,329280.265873001,2233.00930996461,390359.857142857,1978.71428571429,313.767167381347,1.59046983219478,112580436,302333,57669.2421436344,154.869847768323,291804.142857143,618,149.476448758328,0.31657002682745
2023-01-11,1293812,38135,Bulgaria,128,5,Upper middle income,European Region,6979175,147.714285714286,2.71428571428571,2020,185381.796559049,5464.11287867119,21.1650067112926,0.388912115584681,138402500,2441887,55086.0731868778,971.904163552577,88385.7142857143,349.857142857143,35.1787137213369,0.139247890582761,271072475,2177817,291511.373735532,2342.02467592696,73930.7142857143,833.571428571429,79.5050994486905,0.896422819209316
2023-01-11,22025,396,Burkina Faso,2,1,Low income,African Region,21522626,2.71428571428571,0.142857142857143,2020,1023.34166843767,18.399241802557,0.126113129238306,0.00663753311780555,2272343,47800,3249.98105155165,68.3651606575984,434.857142857143,2.28571428571429,0.621947247584368,0.00326910511213859,8927411,174115,7873.78011406616,153.565599764661,983,-9.57142857142857,0.866984375663565,-0.00844178944476948
2023-01-11,52380,38,Burundi,218,0,Low income,African Region,12220227,47,0,2020,4286.33608851947,3.10959853691752,3.8460824009243,0,2272343,47800,3249.98105155165,68.3651606575984,434.857142857143,2.28571428571429,0.621947247584368,0.00326910511213859,8927411,174115,7873.78011406616,153.565599764661,983,-9.57142857142857,0.866984375663565,-0.00844178944476948
2023-01-11,138642,3056,Cambodia,4,0,Lower middle income,Western Pacific Region,16396860,4.71428571428571,0,2020,8455.3993874437,186.377147819765,0.287511493925405,0,97041165,1344338,28915.3129212207,400.571797977569,3640.42857142857,34.5714285714286,1.08473688779612,0.0103012332475242,112580436,302333,57669.2421436344,154.869847768323,291804.142857143,618,149.476448758328,0.31657002682745
2023-01-11,123993,1965,Cameroon,0,0,Lower middle income,African Region,26491087,0,0,2020,4680.55538830853,74.1758916876457,0,0,97041165,1344338,28915.3129212207,400.571797977569,3640.42857142857,34.5714285714286,1.08473688779612,0.0103012332475242,8927411,174115,7873.78011406616,153.565599764661,983,-9.57142857142857,0.866984375663565,-0.00844178944476948
