Country,Date,Confirmed Cases,Confirmed Deaths,New Cases,New Deaths,Income,Region,Population,Case_Change_7_Day_Rolling_Average,Death_Change_7_Day_Rolling_Average,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,cpm_income,dpm_income,Case_7_Day_income,Death_7_Day_income,Case_7_Day_income_per_million,Death_7_Day_income_per_million,cases_region,deaths_region,cpm_region,dpm_region,Case_7_Day_region,Death_7_Day_region,Case_7_Day_region_per_million,Death_7_Day_region_per_million
Guyana,2022-01-05,41418,1060,779,2,Upper middle income,Region of the Americas,786559,311.428571428571,1.28571428571429,52657.2068973847,1347.64207135129,395.937967054692,1.63460628600561,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,108079224,2420948,106155.565515536,2377.85852370393,723569.857142857,1764.28571428571,710.691329306692,1.73288390496754
Haiti,2022-01-05,26259,774,46,1,Lower middle income,Region of the Americas,11402533,39.1428571428571,1.14285714285714,2302.90936233204,67.8796544592329,3.43282121111661,0.100228356528952,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,108079224,2420948,106155.565515536,2377.85852370393,723569.857142857,1764.28571428571,710.691329306692,1.73288390496754
Honduras,2022-01-05,379402,10433,0,0,Lower middle income,Region of the Americas,9904608,0,0,38305.6048255519,1053.34809817814,0,0,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,108079224,2420948,106155.565515536,2377.85852370393,723569.857142857,1764.28571428571,710.691329306692,1.73288390496754
Hungary,2022-01-05,1269979,39599,5270,82,High income,European Region,9660350,2897.85714285714,84.2857142857143,131463.042229319,4099.12684323032,299.974342840285,8.7249131020837,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
Iceland,2022-01-05,33901,39,1361,1,High income,European Region,341250,1226.71428571429,0.285714285714286,99343.5897435897,114.285714285714,3594.76713762428,0.837257980115123,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
India,2022-01-05,35109286,482876,90928,325,Lower middle income,South-East Asia Region,1380004385,41035.1428571429,288,25441.4307531349,349.909033078906,29.7355162803652,0.208694989038024,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,45271874,723180,22396.4447612875,357.764313499986,46190.5714285714,335.142857142857,22.850933484492,0.165798493058627
Indonesia,2022-01-05,4264136,144109,404,4,Lower middle income,South-East Asia Region,273523621,255,4,15589.6444497567,526.861261463046,0.932277801338408,0.0146239655111907,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,45271874,723180,22396.4447612875,357.764313499986,46190.5714285714,335.142857142857,22.850933484492,0.165798493058627
Iran,2022-01-05,6201467,131778,1171,42,Lower middle income,Eastern Mediterranean Region,83992953,1529.28571428571,35.8571428571429,73833.1821718425,1568.91733524359,18.2073097761632,0.426906562710599,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,16825138,311818,23184.0376141576,429.66662387978,21110.1428571429,151.714285714286,29.0885189791751,0.209053245602208
Iraq,2022-01-05,2095183,24191,516,9,Upper middle income,Eastern Mediterranean Region,40222503,292.428571428571,5.71428571428571,52089.8214613844,601.429503280788,7.27027284772833,0.14206688515346,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,16825138,311818,23184.0376141576,429.66662387978,21110.1428571429,151.714285714286,29.0885189791751,0.209053245602208
Ireland,2022-01-05,884855,5952,17656,40,High income,European Region,4937796,19565.7142857143,5.71428571428571,179200.396290167,1205.39609169759,3962.43876533463,1.15725431230568,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
Isle of Man,2022-01-05,17416,67,441,0,High income,,85032,561.285714285714,0,204817.010066798,787.938658387431,6600.87630875099,0,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,1473017,16229,,,17028.4285714286,15.8571428571429,,
Israel,2022-01-05,1429030,8253,17232,6,High income,European Region,8655541,7797.71428571429,1.42857142857143,165100.020899907,953.493259404583,900.892767501683,0.16504704079981,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
Italy,2022-01-05,6756035,138276,189088,231,High income,European Region,60461828,128801,169.285714285714,111740.501792304,2286.99668160877,2130.28623613563,2.79987754068094,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
Jamaica,2022-01-05,97066,2483,735,4,Upper middle income,Region of the Americas,2961161,588,2.71428571428571,32779.7103906204,838.522457914312,198.57076329183,0.916628887887459,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,108079224,2420948,106155.565515536,2377.85852370393,723569.857142857,1764.28571428571,710.691329306692,1.73288390496754
Japan,2022-01-05,1739117,18407,2490,1,High income,Western Pacific Region,126476458,870.571428571429,0.714285714285714,13750.5194840292,145.536966255016,6.8832685729658,0.00564757841562668,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,11704099,156809,5961.17184446105,79.8664976909451,78703.5714285714,399.428571428571,40.0855729312038,0.203438329928113
Jordan,2022-01-05,1071837,12791,2288,26,Upper middle income,Eastern Mediterranean Region,10203140,1760.28571428571,28.7142857142857,105049.719988161,1253.63368531648,172.523920507384,2.81425969988511,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,16825138,311818,23184.0376141576,429.66662387978,21110.1428571429,151.714285714286,29.0885189791751,0.209053245602208
Kazakhstan,2022-01-05,1074283,18267,494,11,Upper middle income,European Region,18776707,395.428571428571,8,57213.5998074636,972.854292288845,21.0595271805952,0.426059798451347,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
Kenya,2022-01-05,304350,5404,2216,3,Lower middle income,African Region,53771300,2199.85714285714,4.57142857142857,5660.0826091242,100.499708952545,40.9113624341822,0.0850161437686753,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,7383184,156756,6591.17970637504,139.940568466467,39764.5714285714,209.714285714286,35.4989712070972,0.187217946097095
Kiribati,2022-01-05,2,0,0,0,Lower middle income,Western Pacific Region,119446,0,0,16.7439679855332,0,0,0,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,11704099,156809,5961.17184446105,79.8664976909451,78703.5714285714,399.428571428571,40.0855729312038,0.203438329928113
Kosovo,2022-01-05,161813,2991,107,0,Upper middle income,,1935259,60.5714285714286,0.142857142857143,83613.097781744,1545.5295647766,31.2988745028074,0.0738181002424703,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,1473017,16229,,,17028.4285714286,15.8571428571429,,
Kuwait,2022-01-05,423042,2469,2246,1,High income,Eastern Mediterranean Region,4270563,995,0.142857142857143,99060.0068421892,578.143912172704,232.990357477457,0.0334515947562752,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,16825138,311818,23184.0376141576,429.66662387978,21110.1428571429,151.714285714286,29.0885189791751,0.209053245602208
Kyrgyzstan,2022-01-05,185031,2809,152,2,Lower middle income,European Region,6524191,62.7142857142857,1.42857142857143,28360.7576786149,430.551466074491,9.6125765959773,0.218965298313834,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
Laos,2022-01-05,114787,409,836,6,Lower middle income,Western Pacific Region,7275556,857.857142857143,7.71428571428571,15777.0760062874,56.2156349287945,117.909496244293,1.06030188129756,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,11704099,156809,5961.17184446105,79.8664976909451,78703.5714285714,399.428571428571,40.0855729312038,0.203438329928113
Latvia,2022-01-05,281155,4613,1835,13,High income,European Region,1886202,983.428571428571,8.57142857142857,149058.796459764,2445.65534338316,521.380303609354,4.54427922959925,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
Lebanon,2022-01-05,746632,9213,5818,20,Upper middle income,Eastern Mediterranean Region,6825442,3932.71428571429,18,109389.545761286,1349.80269409659,576.184558555224,2.63719184779535,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,16825138,311818,23184.0376141576,429.66662387978,21110.1428571429,151.714285714286,29.0885189791751,0.209053245602208
Lesotho,2022-01-05,29999,673,0,0,Lower middle income,African Region,2142252,257.714285714286,1.14285714285714,14003.4879183215,314.15538414715,120.30063956728,0.533483989211887,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,7383184,156756,6591.17970637504,139.940568466467,39764.5714285714,209.714285714286,35.4989712070972,0.187217946097095
Liberia,2022-01-05,6851,287,447,0,Low income,African Region,5057677,81.8571428571429,0,1354.57444198196,56.74541889488,16.1847312228802,0,1623399,38705,2092.78946927698,49.8961847385427,13813.1428571429,53.5714285714286,17.8070824911479,0.0690611005479303,7383184,156756,6591.17970637504,139.940568466467,39764.5714285714,209.714285714286,35.4989712070972,0.187217946097095
Libya,2022-01-05,391633,5752,698,12,Upper middle income,Eastern Mediterranean Region,6871287,584.285714285714,9.57142857142857,56995.5817592832,837.106643922747,85.0329369571835,1.39296009196364,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,16825138,311818,23184.0376141576,429.66662387978,21110.1428571429,151.714285714286,29.0885189791751,0.209053245602208
Liechtenstein,2022-01-05,6406,71,58,0,High income,,38137,39.2857142857143,0.285714285714286,167973.359204972,1861.70910139759,1030.12073014957,7.49178712836053,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,1473017,16229,,,17028.4285714286,15.8571428571429,,
Lithuania,2022-01-05,529540,7475,3097,13,High income,European Region,2722291,1949.71428571429,17.8571428571429,194519.983352257,2745.84899263157,716.203479243874,6.55960103352024,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
Luxembourg,2022-01-05,108366,920,2131,2,High income,European Region,625976,1015.71428571429,1.28571428571429,173115.263204979,1469.7049088144,1622.6089909426,2.05393543157291,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
Madagascar,2022-01-05,52434,1067,0,0,Low income,African Region,27691019,307.857142857143,5.71428571428571,1893.53811790025,38.5323487012161,11.1175808610417,0.206358809485693,1623399,38705,2092.78946927698,49.8961847385427,13813.1428571429,53.5714285714286,17.8070824911479,0.0690611005479303,7383184,156756,6591.17970637504,139.940568466467,39764.5714285714,209.714285714286,35.4989712070972,0.187217946097095
Malawi,2022-01-05,77629,2395,828,9,Low income,African Region,19129955,627.285714285714,6.42857142857143,4057.98131778146,125.196321685022,32.7907574422268,0.336047388954727,1623399,38705,2092.78946927698,49.8961847385427,13813.1428571429,53.5714285714286,17.8070824911479,0.0690611005479303,7383184,156756,6591.17970637504,139.940568466467,39764.5714285714,209.714285714286,35.4989712070972,0.187217946097095
Malaysia,2022-01-05,2773156,31609,3270,18,Upper middle income,Western Pacific Region,32365998,3234.28571428571,25.8571428571429,85681.1521770471,976.611319076273,99.928502568829,0.798898364176592,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,11704099,156809,5961.17184446105,79.8664976909451,78703.5714285714,399.428571428571,40.0855729312038,0.203438329928113
Maldives,2022-01-05,96746,263,224,0,Upper middle income,South-East Asia Region,540542,189.428571428571,0.142857142857143,178979.616755035,486.548686318547,350.441910949698,0.264285000716212,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,45271874,723180,22396.4447612875,357.764313499986,46190.5714285714,335.142857142857,22.850933484492,0.165798493058627
Mali,2022-01-05,22834,670,451,0,Low income,African Region,20250834,338,1.71428571428571,1127.55849956599,33.0850571388813,16.6906706163312,0.0846525982231504,1623399,38705,2092.78946927698,49.8961847385427,13813.1428571429,53.5714285714286,17.8070824911479,0.0690611005479303,7383184,156756,6591.17970637504,139.940568466467,39764.5714285714,209.714285714286,35.4989712070972,0.187217946097095
Malta,2022-01-05,57131,482,922,3,High income,European Region,441539,1059.14285714286,0.857142857142857,129390.608757097,1091.63629939824,2398.75267449276,1.94126194320968,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
Marshall Islands,2022-01-05,4,0,0,0,Upper middle income,Western Pacific Region,59194,0,0,67.574416325979,0,0,0,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,11704099,156809,5961.17184446105,79.8664976909451,78703.5714285714,399.428571428571,40.0855729312038,0.203438329928113
Martinique,2022-01-05,50005,784,0,0,,,375265,268.857142857143,1,133252.50156556,2089.19030551743,716.446092380432,2.66478355295591,275332,2602,,,2545.85714285714,2.85714285714286,,,1473017,16229,,,17028.4285714286,15.8571428571429,,
Mauritania,2022-01-05,44646,876,1149,2,Lower middle income,African Region,4649660,534.285714285714,2,9601.99240374565,188.400872321847,114.908555525719,0.430138977903761,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,7383184,156756,6591.17970637504,139.940568466467,39764.5714285714,209.714285714286,35.4989712070972,0.187217946097095
Mauritius,2022-01-05,68763,786,102,0,Upper middle income,African Region,1271767,47.4285714285714,0,54068.8663882614,618.037738044783,37.2934440259666,0,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,7383184,156756,6591.17970637504,139.940568466467,39764.5714285714,209.714285714286,35.4989712070972,0.187217946097095
Mayotte,2022-01-05,24671,186,0,0,,,272813,394.285714285714,0.142857142857143,90431.907570387,681.785692030805,1445.25999232337,0.523644924754843,275332,2602,,,2545.85714285714,2.85714285714286,,,1473017,16229,,,17028.4285714286,15.8571428571429,,
Mexico,2022-01-05,4029274,299842,20626,131,Upper middle income,Region of the Americas,128932753,10414.5714285714,128.285714285714,31250.9731332581,2325.56889559319,80.7752195330184,0.994981579938143,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,108079224,2420948,106155.565515536,2377.85852370393,723569.857142857,1764.28571428571,710.691329306692,1.73288390496754
Micronesia,2022-01-05,1,0,0,0,Lower middle income,Western Pacific Region,115021,0,0,8.69406456212344,0,0,0,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,11704099,156809,5961.17184446105,79.8664976909451,78703.5714285714,399.428571428571,40.0855729312038,0.203438329928113
Moldova,2022-01-05,378202,10328,706,9,Upper middle income,European Region,4033963,406.285714285714,94.4285714285714,93754.4543665869,2560.26146000843,100.716271885913,23.4083880860016,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
Monaco,2022-01-05,5492,41,507,2,High income,European Region,39244,72.4285714285714,0.428571428571429,139944.959739068,1044.74569360921,1845.59605107969,10.9206866927792,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
Mongolia,2022-01-05,391657,2067,570,2,Lower middle income,Western Pacific Region,3278292,366.857142857143,1.28571428571429,119469.833681685,630.511254031063,111.904962357576,0.392190288636365,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,11704099,156809,5961.17184446105,79.8664976909451,78703.5714285714,399.428571428571,40.0855729312038,0.203438329928113
Montenegro,2022-01-05,180260,2428,2805,6,Upper middle income,European Region,628062,1954.14285714286,3.85714285714286,287009.881190074,3865.86037684178,3111.38527270056,6.14134091402259,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
Montserrat,2022-01-05,76,1,10,0,,,4999,4.42857142857143,0,15203.0406081216,200.0400080016,885.891464007087,0,275332,2602,,,2545.85714285714,2.85714285714286,,,1473017,16229,,,17028.4285714286,15.8571428571429,,
Morocco,2022-01-05,977579,14872,5618,5,Lower middle income,Eastern Mediterranean Region,36910558,2640.14285714286,4.28571428571429,26485.0777926468,402.919945019525,71.5281209550627,0.11611079642075,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,16825138,311818,23184.0376141576,429.66662387978,21110.1428571429,151.714285714286,29.0885189791751,0.209053245602208
Mozambique,2022-01-05,199940,2050,3594,8,Low income,African Region,31255435,2952.57142857143,8.85714285714286,6396.96743942294,65.5885928319347,94.4658562125732,0.283379286103132,1623399,38705,2092.78946927698,49.8961847385427,13813.1428571429,53.5714285714286,17.8070824911479,0.0690611005479303,7383184,156756,6591.17970637504,139.940568466467,39764.5714285714,209.714285714286,35.4989712070972,0.187217946097095
Burma,2022-01-05,531432,19282,133,4,Lower middle income,South-East Asia Region,54409794,165.142857142857,2.85714285714286,9767.21213096304,354.384727132031,3.03516784391533,0.0525115543929988,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,45271874,723180,22396.4447612875,357.764313499986,46190.5714285714,335.142857142857,22.850933484492,0.165798493058627
Namibia,2022-01-05,150540,3672,395,16,Upper middle income,African Region,2540916,545.714285714286,8,59246.350528707,1445.14812768309,214.77069124453,3.14847086641196,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,7383184,156756,6591.17970637504,139.940568466467,39764.5714285714,209.714285714286,35.4989712070972,0.187217946097095
Nepal,2022-01-05,830002,11601,370,0,Lower middle income,South-East Asia Region,29136808,290,1.57142857142857,28486.3736617958,398.156174142343,9.95304633232302,0.0539327633771198,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,45271874,723180,22396.4447612875,357.764313499986,46190.5714285714,335.142857142857,22.850933484492,0.165798493058627
Netherlands,2022-01-05,3223325,21029,24490,39,High income,European Region,17134873,17437.7142857143,25.2857142857143,188114.904615867,1227.26325430016,1017.67397317239,1.47568728905748,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
New Caledonia,2022-01-05,13033,281,43,0,High income,,285491,29.5714285714286,0,45651.1763943522,984.26920638479,103.580948511262,0,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,1473017,16229,,,17028.4285714286,15.8571428571429,,
New Zealand,2022-01-05,14467,51,62,0,High income,Western Pacific Region,4822233,58.5714285714286,0,3000.06241921533,10.5760132287262,12.1461216352318,0,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,11704099,156809,5961.17184446105,79.8664976909451,78703.5714285714,399.428571428571,40.0855729312038,0.203438329928113
Nicaragua,2022-01-05,17526,218,0,1,Lower middle income,Region of the Americas,6624554,5.57142857142857,0.142857142857143,2645.61206686518,32.9078757603908,0.841026968974602,0.0215647940762718,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,108079224,2420948,106155.565515536,2377.85852370393,723569.857142857,1764.28571428571,710.691329306692,1.73288390496754
Niger,2022-01-05,7590,277,0,0,Low income,African Region,24206636,40.4285714285714,0.428571428571429,313.550383456834,11.4431431116657,1.67014414677741,0.0177047082697252,1623399,38705,2092.78946927698,49.8961847385427,13813.1428571429,53.5714285714286,17.8070824911479,0.0690611005479303,7383184,156756,6591.17970637504,139.940568466467,39764.5714285714,209.714285714286,35.4989712070972,0.187217946097095
Nigeria,2022-01-05,245404,3058,856,5,Lower middle income,African Region,206139587,716.714285714286,4,1190.47487952908,14.8346081628659,3.47683963155648,0.0194043272241542,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,7383184,156756,6591.17970637504,139.940568466467,39764.5714285714,209.714285714286,35.4989712070972,0.187217946097095
North Macedonia,2022-01-05,228540,8000,1372,4,Upper middle income,European Region,2083380,629.428571428571,9.28571428571429,109696.742792961,3839.91398592672,302.118946821306,4.45704301937922,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
Northern Mariana Islands,2022-01-05,3453,18,61,0,High income,,57557,70,0.857142857142857,59992.7028858349,312.73346421808,1216.18569418142,14.8920697246705,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,1473017,16229,,,17028.4285714286,15.8571428571429,,
Norway,2022-01-05,420857,1349,8385,42,High income,European Region,5421242,4808.71428571429,6.28571428571429,77631.1037212506,248.835967846482,887.013397615212,1.15946019117285,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
Oman,2022-01-05,306492,4117,252,0,High income,Eastern Mediterranean Region,5106622,162.142857142857,0.142857142857143,60018.5406321439,806.208096076036,31.7514899561505,0.0279748810186348,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,16825138,311818,23184.0376141576,429.66662387978,21110.1428571429,151.714285714286,29.0885189791751,0.209053245602208
Pakistan,2022-01-05,1299848,28955,1085,5,Lower middle income,Eastern Mediterranean Region,220892331,712.428571428572,4.85714285714286,5884.53204380373,131.081961374205,3.22522999419374,0.0219887346706611,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,16825138,311818,23184.0376141576,429.66662387978,21110.1428571429,151.714285714286,29.0885189791751,0.209053245602208
Palau,2022-01-05,15,0,2,0,High income,Western Pacific Region,18092,0.714285714285714,0,829.095732920628,0,39.4807491866966,0,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,11704099,156809,5961.17184446105,79.8664976909451,78703.5714285714,399.428571428571,40.0855729312038,0.203438329928113
West Bank and Gaza,2022-01-05,471414,4954,324,7,Lower middle income,,5101416,238,5,92408.4607097324,971.102925148625,46.6537134003579,0.980120029419283,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,1473017,16229,,,17028.4285714286,15.8571428571429,,
Panama,2022-01-05,503407,7445,3259,5,Upper middle income,Region of the Americas,4314768,1766.28571428571,2.85714285714286,116670.699328446,1725.46936474916,409.358212141583,0.662177632063383,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,108079224,2420948,106155.565515536,2377.85852370393,723569.857142857,1764.28571428571,710.691329306692,1.73288390496754
Papua New Guinea,2022-01-05,36196,590,3,0,Lower middle income,Western Pacific Region,8947027,8.42857142857143,0,4045.5896690599,65.9436928043248,0.942052754347498,0,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,11704099,156809,5961.17184446105,79.8664976909451,78703.5714285714,399.428571428571,40.0855729312038,0.203438329928113
Paraguay,2022-01-05,471434,16653,974,8,Upper middle income,Region of the Americas,7132530,801.428571428571,5.28571428571429,66096.3220624379,2334.79564754722,112.362453635466,0.741071441089527,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,108079224,2420948,106155.565515536,2377.85852370393,723569.857142857,1764.28571428571,710.691329306692,1.73288390496754
Peru,2022-01-05,2318543,202904,8687,37,Upper middle income,Region of the Americas,32971846,4435.57142857143,45.7142857142857,70318.8714395912,6153.85623237474,134.526026494587,1.38646424935643,87417817,2273060,32928.009361413,856.202356998383,205961.857142857,1898.28571428571,77.5804543379755,0.715034668168807,108079224,2420948,106155.565515536,2377.85852370393,723569.857142857,1764.28571428571,710.691329306692,1.73288390496754
Philippines,2022-01-05,2871745,51662,10626,58,Lower middle income,Western Pacific Region,109581085,4565,60.1428571428572,26206.5757060172,471.449976973672,41.6586493919092,0.548843417117627,65882890,1199617,21264.6503447412,387.193640907486,99658.2857142857,1003.85714285714,32.1661451049067,0.324009331389805,11704099,156809,5961.17184446105,79.8664976909451,78703.5714285714,399.428571428571,40.0855729312038,0.203438329928113
Poland,2022-01-05,4162715,98666,17197,632,High income,European Region,37846605,11776.1428571429,422.714285714286,109989.12584101,2606.99737796825,311.154537035564,11.1691467626828,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
Portugal,2022-01-05,1499976,19029,39570,14,High income,European Region,10196707,24259.7142857143,15.4285714285714,147103.96209286,1866.19072216158,2379.17146052292,1.51309353388024,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,107217264,1683135,115169.378842627,1807.97014609779,968004.285714286,3316.42857142857,1039.79945153903,3.56240221301833
Puerto Rico,2022-01-05,313182,3324,7763,6,High income,,2860840,9937.85714285714,4.14285714285714,109472.04317613,1161.89650592134,3473.75496108036,1.44812612479452,142754362,1954891,113019.682208119,1547.70163570561,1572392.28571429,3234,1244.87458000005,2.56038167338841,1473017,16229,,,17028.4285714286,15.8571428571429,,
